time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-04-20T09:22:33.204Z,-60.3549,-46.6637,10,5.1,mb,,41,1.027,0.76,us,us7000h3i8,2022-06-26T01:20:00.040Z,Scotia Sea,earthquake,6.1,1.9,0.082,48,reviewed,us,us
2022-04-20T09:07:41.124Z,6.3986,127.0528,47.77,5.3,mww,,61,1.608,0.84,us,us7000h3i1,2022-06-26T01:20:00.040Z,"95 km ESE of Bobon, Philippines",earthquake,5.9,5.6,0.075,17,reviewed,us,us
2022-04-20T08:04:33.269Z,-35.4899,53.4736,10,5.1,mb,,57,10.997,1.01,us,us7000h3hs,2022-06-26T01:19:59.040Z,Southwest Indian Ridge,earthquake,5.7,1.7,0.063,82,reviewed,us,us
2022-04-20T05:13:07.486Z,-22.8364,170.8458,10,5.9,mww,,42,3.146,1.26,us,us7000h3h9,2022-06-26T01:19:57.040Z,southeast of the Loyalty Islands,earthquake,6.5,1.4,0.039,62,reviewed,us,us
2022-04-19T22:44:39.625Z,38.9236,70.5883,10,5.1,mb,,44,1.098,0.58,us,us7000h3fw,2022-06-26T01:19:54.040Z,"21 km ESE of Rasht, Tajikistan",earthquake,4,1.7,0.04,206,reviewed,us,us
2022-04-19T21:19:59.873Z,3.6598,126.6402,9.68,5.1,mww,,36,2.959,0.95,us,us7000h3ff,2022-06-26T01:19:51.040Z,"Pulau-Pulau Talaud, Indonesia",earthquake,7.1,3.3,0.086,13,reviewed,us,us
2022-04-19T17:52:00.617Z,6.4097,127.0596,66.44,5,mww,,30,1.609,0.81,us,us7000h3dv,2022-06-26T01:19:47.040Z,"95 km ESE of Bobon, Philippines",earthquake,7.9,4,0.078,16,reviewed,us,us
2022-04-19T12:44:08.076Z,17.8597,-101.864,17.55,5,mww,,119,1.502,0.66,us,us7000h3bw,2022-06-26T01:19:42.040Z,"15 km SSW of La Unión, Mexico",earthquake,4.6,3.9,0.058,29,reviewed,us,us
2022-04-19T07:07:10.346Z,-61.6873,154.5792,10,5.4,mww,,40,7.571,0.68,us,us7000h3ag,2022-06-26T01:19:38.040Z,Balleny Islands region,earthquake,10.3,1.7,0.098,10,reviewed,us,us
2022-04-19T04:33:43.436Z,-21.501,-173.8111,18,5.9,mww,,32,8.246,0.81,us,us7000h393,2022-06-26T01:19:34.040Z,"119 km E of ‘Ohonua, Tonga",earthquake,7.3,1.7,0.098,10,reviewed,us,us
2022-04-19T04:24:33.294Z,7.0845,127.0372,10,5.2,mb,,61,1.447,0.77,us,us7000h390,2022-06-26T01:19:33.040Z,"55 km ESE of Santiago, Philippines",earthquake,7.2,1.7,0.054,111,reviewed,us,us
2022-04-19T01:23:07.057Z,7.2852,126.9533,19,6.1,mww,,42,1.38,0.96,us,us7000h373,2022-06-26T01:19:27.040Z,"41 km E of Santiago, Philippines",earthquake,6.8,1.7,0.045,47,reviewed,us,us
2022-04-19T00:20:53.574Z,-10.9376,166.0064,47.53,5.3,mww,,54,4.631,0.73,us,us7000h36v,2022-06-26T01:19:24.040Z,Santa Cruz Islands,earthquake,3.4,5,0.089,12,reviewed,us,us
2022-04-18T23:33:34.705Z,-11.267,162.8021,11.5,5.5,mww,,47,3.345,0.73,us,us7000h36n,2022-06-26T01:19:23.040Z,"131 km SE of Kirakira, Solomon Islands",earthquake,5.6,3.6,0.086,13,reviewed,us,us
2022-04-18T23:16:00.135Z,36.9242,140.3142,94.75,5.3,mww,,37,1.733,0.6,us,us7000h36f,2022-06-26T01:19:21.040Z,"17 km N of Daigo, Japan",earthquake,6.3,4.1,0.068,21,reviewed,us,us
2022-04-18T21:56:12.779Z,-8.8714,157.8972,10,5,mb,,32,2.101,0.8,us,us7000h362,2022-06-26T01:19:19.040Z,"143 km SE of Gizo, Solomon Islands",earthquake,8.3,1.8,0.057,100,reviewed,us,us
2022-04-18T11:38:38.041Z,21.6409,121.1047,10,5.3,mww,,57,1.171,0.64,us,us7000h326,2022-06-26T01:19:11.040Z,"54 km SE of Hengchun, Taiwan",earthquake,6,1.8,0.056,31,reviewed,us,us
2022-04-18T03:04:59.507Z,1.8361,127.7496,19.47,5,mww,,40,1.124,0.66,us,us7000h307,2022-06-26T01:19:06.040Z,"31 km WNW of Tobelo, Indonesia",earthquake,6.1,3.4,0.093,11,reviewed,us,us
2022-04-17T10:04:10.368Z,-9.9577,117.9017,48.36,5.1,mb,,42,3.985,0.56,us,us7000h2vg,2022-06-26T01:18:49.040Z,"168 km SSW of Dompu, Indonesia",earthquake,7.3,5.8,0.055,108,reviewed,us,us
2022-04-17T07:46:35.635Z,-15.7044,167.8457,196,6.1,mww,,35,0.67,0.55,us,us7000h2u9,2022-06-26T01:18:45.040Z,Vanuatu,earthquake,8.3,1.9,0.04,59,reviewed,us,us
2022-04-17T05:49:29.667Z,-1.3714,136.9275,18.49,5.4,mww,,53,4.921,0.46,us,us7000h2ti,2022-06-26T01:18:43.040Z,"96 km ESE of Biak, Indonesia",earthquake,7.6,4.2,0.086,13,reviewed,us,us
2022-04-17T02:12:26.925Z,-28.9657,-176.7537,10,5,mb,,133,1.062,1.03,us,us6000hfjt,2022-06-26T01:18:41.040Z,Kermadec Islands region,earthquake,8.6,1.9,0.17,13,reviewed,us,us
2022-04-17T02:11:46.488Z,-28.8827,-176.5101,10,5,mb,,98,1.291,0.88,us,us6000hfjp,2022-06-26T01:18:40.040Z,Kermadec Islands region,earthquake,10.6,1.8,0.189,11,reviewed,us,us
2022-04-17T02:10:49.536Z,-29.0843,-176.4371,10,5,mb,,76,1.309,0.71,us,us7000h2si,2022-06-26T01:18:40.040Z,Kermadec Islands region,earthquake,7.2,1.7,0.094,39,reviewed,us,us
2022-04-16T21:57:37.803Z,-22.4404,170.6689,10,5.3,mww,,48,2.984,0.56,us,us7000h2rc,2022-06-26T01:18:35.040Z,southeast of the Loyalty Islands,earthquake,8.2,1.8,0.069,20,reviewed,us,us
2022-04-16T17:10:34.408Z,-33.9914,-72.3654,11.12,5,mww,,55,0.708,0.75,us,us7000h2q1,2022-06-26T01:18:31.040Z,"82 km WSW of San Antonio, Chile",earthquake,3.2,2.9,0.078,16,reviewed,us,us
2022-04-15T22:53:42.037Z,12.6827,-88.1598,61.4,5,mww,,50,1.111,0.96,us,us7000h2l4,2022-06-20T22:08:33.040Z,"58 km SSW of Intipucá, El Salvador",earthquake,5.1,4.4,0.058,29,reviewed,us,us
2022-04-15T16:45:21.391Z,-55.939,-27.7965,61.83,5.1,mb,,57,5.258,0.83,us,us7000h2iu,2022-06-20T22:08:32.040Z,South Sandwich Islands region,earthquake,10.3,4.9,0.086,44,reviewed,us,us
2022-04-15T16:43:31.507Z,-22.7782,-69.9475,68.39,5,mww,,102,0.354,1.01,us,us7000h2im,2022-06-20T22:08:32.040Z,"80 km SSE of Tocopilla, Chile",earthquake,4.7,4.1,0.073,18,reviewed,us,us
2022-04-15T14:22:43.138Z,-17.5429,168.667,10,5.3,mww,,70,2.513,0.6,us,us7000h2hw,2022-06-20T22:08:31.040Z,"43 km ENE of Port-Vila, Vanuatu",earthquake,7.1,1.8,0.073,18,reviewed,us,us
2022-04-15T06:54:09.550Z,-5.8717,151.6651,10,5.3,mb,,60,1.741,0.54,us,us7000h2fx,2022-06-20T22:08:28.040Z,"172 km ESE of Kimbe, Papua New Guinea",earthquake,8.4,1.8,0.069,70,reviewed,us,us
2022-04-15T01:26:17.095Z,38.5167,97.3084,15.04,5.1,mww,,31,5.7,0.67,us,us7000h2dx,2022-06-20T22:08:26.040Z,"150 km SSW of Laojunmiao, China",earthquake,4.2,3.5,0.098,10,reviewed,us,us
2022-04-14T11:02:44.726Z,-22.4022,170.6734,10,5,mb,,72,2.991,1.07,us,us7000h25p,2022-06-20T22:08:15.040Z,southeast of the Loyalty Islands,earthquake,7.8,1.8,0.071,63,reviewed,us,us
2022-04-14T09:27:14.152Z,-55.4201,-1.8131,10,5,mb,,56,16.322,0.9,us,us7000h24c,2022-06-20T22:08:12.040Z,Bouvet Island region,earthquake,9.6,1.5,0.116,27,reviewed,us,us
2022-04-14T07:03:34.324Z,-25.2026,-175.3693,8,5.5,mww,,69,4.637,0.53,us,us7000h23k,2022-06-20T22:08:12.040Z,south of Tonga,earthquake,9.9,1.9,0.062,25,reviewed,us,us
2022-04-13T19:13:01.334Z,-27.7678,63.9486,10,5.3,mww,,52,7.993,0.85,us,us7000h1xi,2022-06-20T22:08:07.040Z,Southwest Indian Ridge,earthquake,9.2,1.8,0.075,17,reviewed,us,us
2022-04-13T11:14:02.881Z,-35.8531,-102.115,10,5.4,mww,,95,10.656,0.76,us,us7000h1px,2022-06-20T22:08:03.040Z,southeast of Easter Island,earthquake,12.6,1.9,0.065,23,reviewed,us,us
2022-04-13T03:00:56.312Z,-4.4297,152.0242,149,6.1,mww,,15,0.274,0.78,us,us7000h1lv,2022-06-20T22:08:01.040Z,"28 km WSW of Kokopo, Papua New Guinea",earthquake,7.2,1.7,0.044,49,reviewed,us,us
2022-04-13T02:32:00.543Z,-13.7488,166.7471,17,5.4,mww,,24,1.745,0.59,us,us7000h1lp,2022-06-20T22:08:00.040Z,"88 km W of Sola, Vanuatu",earthquake,6.8,1.7,0.071,19,reviewed,us,us
2022-04-13T01:22:32.819Z,26.8566,126.4128,8,5.6,mww,,35,1.661,0.54,us,us7000h1lc,2022-06-20T22:08:00.040Z,"145 km WNW of Naha, Japan",earthquake,5.8,1.7,0.058,29,reviewed,us,us
2022-04-12T20:36:16.102Z,-20.0674,14.953,10,5,mb,,20,2.624,0.65,us,us7000h1j9,2022-06-20T22:07:59.040Z,"33 km N of Khorixas, Namibia",earthquake,7,1.8,0.057,107,reviewed,us,us
2022-04-12T11:44:52.373Z,-55.8582,-28.1365,111.8,5,mb,,65,5.052,0.48,us,us7000h1gn,2022-06-20T22:07:56.040Z,South Sandwich Islands region,earthquake,10.7,1.3,0.079,52,reviewed,us,us
2022-04-11T22:27:55.862Z,-24.7829,-177.2615,129,5.1,mww,,41,4.5,1.15,us,us7000h1dj,2022-06-20T22:07:52.040Z,south of the Fiji Islands,earthquake,9.1,4.1,0.086,13,reviewed,us,us
2022-04-11T19:15:36.239Z,-16.7729,-177.1805,10,5.5,mww,,115,2.613,1.29,us,us7000h1bs,2022-06-20T22:07:52.040Z,"290 km SSE of Alo, Wallis and Futuna",earthquake,9.3,1.6,0.098,10,reviewed,us,us
2022-04-11T19:15:31.729Z,21.685,121.0944,10,5,mww,,83,1.127,0.7,us,us7000h1bq,2022-06-20T22:07:51.040Z,"50 km SE of Hengchun, Taiwan",earthquake,4.7,1.7,0.058,29,reviewed,us,us
2022-04-11T13:47:29.477Z,21.6724,121.0639,10,5.3,mww,,62,1.139,0.57,us,us7000h19u,2022-06-20T22:07:49.040Z,"49 km SE of Hengchun, Taiwan",earthquake,7.3,1.7,0.05,38,reviewed,us,us
2022-04-10T23:41:21.654Z,31.0381,-41.3908,10,5.3,mww,,55,14.708,0.68,us,us7000h166,2022-06-20T22:07:45.040Z,northern Mid-Atlantic Ridge,earthquake,10.6,1.9,0.052,36,reviewed,us,us
2022-04-10T14:17:30.805Z,7.3744,94.48,10,5.1,mww,,27,4.585,0.71,us,us7000h13t,2022-06-20T22:07:42.040Z,"188 km NNW of Sabang, Indonesia",earthquake,7.9,1.8,0.071,19,reviewed,us,us
2022-04-10T13:34:28.143Z,7.3212,94.4315,8.33,5.2,mww,,38,4.617,0.62,us,us7000h135,2022-06-20T22:07:42.040Z,"186 km NNW of Sabang, Indonesia",earthquake,6.3,3.4,0.078,16,reviewed,us,us
2022-04-10T11:16:04.573Z,-48.8397,123.8134,10,5.1,mww,,71,16.462,0.58,us,us7000h12j,2022-06-20T22:07:41.040Z,western Indian-Antarctic Ridge,earthquake,10.8,1.7,0.089,12,reviewed,us,us
2022-04-10T10:43:25.439Z,7.2942,94.4884,10,5.1,mb,,58,4.663,0.65,us,us7000h12f,2022-06-20T22:07:41.040Z,"180 km NNW of Sabang, Indonesia",earthquake,8,1.9,0.052,119,reviewed,us,us
2022-04-10T09:43:15.488Z,36.1963,141.499,26.45,5,mww,,119,2.677,0.45,us,us7000h126,2022-06-20T22:07:41.040Z,"79 km NE of Hasaki, Japan",earthquake,7,4.3,0.078,16,reviewed,us,us
2022-04-10T03:04:04.686Z,-11.7384,-75.1421,10.01,5,mb,,61,1.682,0.88,us,us7000h10f,2022-06-20T22:07:39.040Z,"6 km WSW of Comas, Peru",earthquake,7.1,4.1,0.04,206,reviewed,us,us
2022-04-10T01:32:23.491Z,7.3666,94.4408,6.21,5.4,mww,,21,4.578,1.35,us,us7000h0zv,2022-06-20T22:07:39.040Z,"189 km NNW of Sabang, Indonesia",earthquake,7.3,3.2,0.054,33,reviewed,us,us
2022-04-09T23:09:40.335Z,31.5948,-40.9254,10,5,mb,,48,20.111,0.46,us,us7000h0zl,2022-06-20T22:07:38.040Z,northern Mid-Atlantic Ridge,earthquake,9.9,1.8,0.044,167,reviewed,us,us
2022-04-09T22:33:15.972Z,31.6624,-40.8415,10,5.3,mww,,45,20.029,0.51,us,us7000h0zh,2022-06-20T22:07:38.040Z,northern Mid-Atlantic Ridge,earthquake,10,1.8,0.089,12,reviewed,us,us
2022-04-09T21:22:12.153Z,-3.1605,139.8304,40.12,5.3,mww,,13,1.083,0.69,us,us7000h0yv,2022-06-20T22:07:37.040Z,"108 km SW of Abepura, Indonesia",earthquake,7.4,4.5,0.093,11,reviewed,us,us
2022-04-09T20:52:38.456Z,-16.3146,166.8601,17,6.3,mww,,18,0.923,0.61,us,us7000h0yj,2022-06-20T22:07:36.040Z,"63 km WSW of Norsup, Vanuatu",earthquake,6.4,1.7,0.044,49,reviewed,us,us
2022-04-09T19:35:11.876Z,-22.8616,171.6343,10,5.1,mww,,66,3.874,0.59,us,us7000h0y5,2022-06-20T22:07:36.040Z,southeast of the Loyalty Islands,earthquake,8.4,1.8,0.073,18,reviewed,us,us
2022-04-09T16:29:16.350Z,51.1489,178.7349,22,5.7,mww,,94,0.424,0.96,us,us7000h0x9,2022-09-17T16:39:22.532Z,"Rat Islands, Aleutian Islands, Alaska",earthquake,4.6,1.8,0.043,51,reviewed,us,us
2022-04-09T15:49:09.324Z,-36.6237,78.8408,10,5.8,mww,,46,1.549,1.11,us,us7000h0x2,2022-06-20T22:07:34.040Z,Mid-Indian Ridge,earthquake,9.9,1.8,0.066,22,reviewed,us,us
2022-04-09T14:02:15.496Z,38.1155,38.6617,10,5.3,mww,,55,1.008,0.87,us,us7000h0wh,2022-06-20T22:07:34.040Z,"9 km NNE of Sincik, Turkey",earthquake,4.8,1.8,0.062,25,reviewed,us,us
2022-04-08T19:19:33.003Z,21.7038,120.9994,15.99,5.3,mww,,51,1.111,0.75,us,us7000h0sq,2022-06-11T20:21:17.040Z,"42 km SE of Hengchun, Taiwan",earthquake,6.3,3.1,0.058,29,reviewed,us,us
2022-04-08T14:35:13.169Z,-54.4501,-118.8743,10,5,mb,,56,27.85,0.73,us,us7000h0pu,2022-06-11T20:21:15.040Z,southern East Pacific Rise,earthquake,12.1,1.5,0.09,39,reviewed,us,us
2022-04-08T12:32:11.233Z,-3.2917,138.9904,57.91,5,mb,,54,6.741,0.65,us,us7000h0mt,2022-06-11T20:21:14.040Z,"198 km WSW of Abepura, Indonesia",earthquake,8.3,5.5,0.051,124,reviewed,us,us
2022-04-07T23:36:10.821Z,21.7031,121.0439,10,5.7,mww,,56,1.109,0.88,us,us7000h0jz,2022-06-11T20:21:13.040Z,"45 km SE of Hengchun, Taiwan",earthquake,7.1,1.7,0.055,32,reviewed,us,us
2022-04-07T10:13:49.904Z,8.9684,-40.486,10,5.1,mb,,70,12.66,0.67,us,us7000h0c6,2022-06-11T20:21:09.040Z,central Mid-Atlantic Ridge,earthquake,11,1.9,0.044,170,reviewed,us,us
2022-04-07T03:30:42.427Z,-13.3209,-75.2539,86.8,5.1,mww,,68,2.039,0.67,us,us7000h0af,2022-08-06T06:59:38.307Z,"13 km ESE of Cocas, Peru",earthquake,7.5,4.9,0.059,28,reviewed,us,us
2022-04-06T15:27:56.729Z,-26.9954,-176.3672,12.47,5.5,mww,,72,2.642,0.79,us,us7000h05d,2022-06-11T20:21:07.040Z,south of the Fiji Islands,earthquake,9.9,3.3,0.061,26,reviewed,us,us
2022-04-06T05:29:43.954Z,7.423,94.3078,10,5.5,mww,,27,5.371,1.06,us,us7000h035,2022-06-11T20:21:07.040Z,"202 km NNW of Sabang, Indonesia",earthquake,7.5,1.7,0.059,28,reviewed,us,us
2022-04-06T03:12:12.190Z,26.6962,126.4189,10,5,mb,,71,1.663,0.98,us,us7000h02l,2022-06-11T20:21:06.040Z,"136 km WNW of Naha, Japan",earthquake,7.5,1.8,0.068,69,reviewed,us,us
2022-04-05T21:26:55.300Z,-57.9973,-25.4741,45.39,5.7,mww,,23,7.189,0.76,us,us7000gzyq,2022-06-11T20:21:06.040Z,,earthquake,8.5,4.3,0.066,22,reviewed,us,us
2022-04-05T20:24:27.790Z,-25.5675,-176.5609,37.9,5.1,mww,,72,3.873,0.7,us,us7000gzyd,2022-06-11T20:21:06.040Z,south of the Fiji Islands,earthquake,10.8,4.5,0.093,11,reviewed,us,us
2022-04-05T01:44:08.299Z,1.9361,126.8713,36,5.9,mww,,28,1.258,0.92,us,us7000gzq8,2022-06-11T20:21:04.040Z,"128 km W of Tobelo, Indonesia",earthquake,6.4,1.9,0.063,24,reviewed,us,us
2022-04-04T16:06:57.662Z,-17.4723,167.8625,31,6,mww,,32,2.11,0.82,us,usd000h551,2022-06-11T20:21:22.040Z,"56 km WNW of Port-Vila, Vanuatu",earthquake,6.9,1.8,0.046,45,reviewed,us,us
2022-04-04T14:13:34.728Z,47.6461,154.1382,27.57,5.4,mww,,75,5.923,0.66,us,us7000gzl0,2022-06-11T20:21:03.040Z,Kuril Islands,earthquake,8.8,4.2,0.065,23,reviewed,us,us
2022-04-04T10:29:03.977Z,37.3748,141.6836,33.83,5.4,mww,,68,2.904,1.1,us,us7000gzjc,2022-06-11T20:21:02.040Z,"61 km ESE of Namie, Japan",earthquake,7.1,3.7,0.06,27,reviewed,us,us
2022-04-04T03:16:58.207Z,10.6074,140.7858,10,5,mb,,35,4.972,1.1,us,us7000gzhf,2022-06-11T20:21:02.040Z,"97 km NNE of Fais, Micronesia",earthquake,9.5,1.8,0.039,210,reviewed,us,us
2022-04-03T20:47:05.814Z,-57.4739,-25.3688,10,5.1,mww,,46,7.023,1.1,us,us7000gzff,2022-06-11T20:21:01.040Z,South Sandwich Islands region,earthquake,10,1.8,0.093,11,reviewed,us,us
2022-04-03T19:50:10.865Z,-41.1106,-90.2646,10,5,mb,,42,13.395,1.18,us,us7000gzf2,2022-06-11T20:21:01.040Z,southeast of Easter Island,earthquake,11,1.8,0.069,67,reviewed,us,us
2022-04-03T18:44:28.889Z,-22.8769,170.1053,10,5.1,mb,,114,2.468,1.04,us,us7000gzeu,2022-06-11T20:21:01.040Z,"268 km E of Vao, New Caledonia",earthquake,8.7,1.8,0.075,58,reviewed,us,us
2022-04-03T15:29:39.811Z,9.1938,126.632,18,5.4,mww,,82,2.353,0.9,us,us7000gzdt,2022-08-06T07:20:25.254Z,"46 km ENE of La Paz, Philippines",earthquake,8,0.9,0.055,32,reviewed,us,us
2022-04-03T11:22:04.613Z,9.2618,126.6961,10,5.4,mww,,82,2.442,0.7,us,us7000gzcp,2022-08-06T07:20:51.803Z,"55 km E of Cortes, Philippines",earthquake,7.2,1.8,0.061,26,reviewed,us,us
2022-04-03T10:24:54.783Z,9.2559,126.6946,17.04,5.6,mww,,43,2.436,0.64,us,us7000gzcf,2022-06-11T20:21:00.040Z,"55 km E of Cortes, Philippines",earthquake,3.4,3.3,0.075,17,reviewed,us,us
2022-04-03T09:00:15.709Z,26.7944,126.4482,10,5,mb,,67,1.63,0.56,us,us7000gzbt,2022-06-11T20:21:00.040Z,"138 km WNW of Naha, Japan",earthquake,6.7,1.9,0.04,204,reviewed,us,us
2022-04-03T05:16:36.779Z,-31.4759,-67.0754,116.64,5.1,mww,,43,1.375,0.48,us,us7000gzay,2022-06-11T20:20:59.040Z,"100 km SSE of San Agustín de Valle Fértil, Argentina",earthquake,7.4,6.7,0.043,51,reviewed,us,us
2022-04-03T00:52:48.821Z,5.421,126.8353,40.01,5.1,mb,,55,2.059,0.56,us,us7000gzaa,2022-06-11T20:20:59.040Z,"126 km SE of Pondaguitan, Philippines",earthquake,7.5,4.5,0.048,142,reviewed,us,us
2022-04-02T22:05:15.183Z,-16.9547,-174.396,10,5.2,mww,,116,3.939,0.73,us,us7000gz9i,2022-06-11T20:20:59.040Z,"127 km SSW of Hihifo, Tonga",earthquake,9.4,1.8,0.098,10,reviewed,us,us
2022-04-02T18:45:00.592Z,-22.688,170.5432,9,5.6,mww,,80,2.861,0.75,us,us7000gz8x,2022-06-11T20:20:58.040Z,southeast of the Loyalty Islands,earthquake,6.5,1.8,0.051,37,reviewed,us,us
2022-04-02T10:45:58.046Z,-22.6591,170.5385,15.36,5.5,mww,,109,2.857,0.71,us,us7000gz79,2022-06-11T20:20:58.040Z,southeast of the Loyalty Islands,earthquake,8.1,4.4,0.068,21,reviewed,us,us
2022-04-02T04:15:06.498Z,-22.8857,170.517,22.42,5.6,mww,,77,2.847,1.22,us,us7000gz5q,2022-06-11T20:20:57.040Z,southeast of the Loyalty Islands,earthquake,8.1,4.1,0.061,26,reviewed,us,us
2022-04-01T14:38:39.241Z,-56.9443,-142.3429,10,5.6,mww,,62,31.259,0.7,us,us7000gzl3,2022-06-04T20:42:35.040Z,Pacific-Antarctic Ridge,earthquake,13.8,1.8,0.08,15,reviewed,us,us
2022-04-01T13:05:18.925Z,-22.6,170.2659,16,5.5,mww,,32,2.605,0.9,us,us7000gyza,2022-06-04T20:42:35.040Z,"272 km ESE of Tadine, New Caledonia",earthquake,4.6,1.7,0.057,30,reviewed,us,us
2022-04-01T11:28:04.269Z,-31.4148,-67.9928,107.56,5.1,mww,,31,0.605,0.59,us,us7000gyyg,2022-06-04T20:42:34.040Z,"37 km NE of Caucete, Argentina",earthquake,7,4.2,0.052,35,reviewed,us,us
2022-04-01T08:28:10.516Z,-60.6626,-25.1929,10,5,mb,,76,14.135,0.63,us,us7000gyxa,2022-06-04T20:42:33.040Z,South Sandwich Islands region,earthquake,11.5,1.9,0.083,46,reviewed,us,us
2022-04-01T07:14:12.495Z,-7.2524,106.0683,18.52,5.3,mww,,34,1.582,0.94,us,us7000gywf,2022-06-04T20:42:33.040Z,"60 km WSW of Pelabuhanratu, Indonesia",earthquake,6.4,4.2,0.083,14,reviewed,us,us
2022-04-01T01:35:53.966Z,9.7245,126.7231,10,5,mb,,105,2.87,1.21,us,us7000gyus,2022-06-04T20:42:32.040Z,"67 km E of Union, Philippines",earthquake,9.6,1.8,0.102,33,reviewed,us,us
2022-04-01T01:32:41.869Z,30.6765,141.688,28.65,5.1,mb,,40,2.907,1.13,us,us7000gyup,2022-06-04T20:42:32.040Z,"Izu Islands, Japan region",earthquake,9.9,4.4,0.039,213,reviewed,us,us
2022-03-31T23:18:16.617Z,-4.8078,139.4267,10,5.2,mb,,20,7.403,0.79,us,us7000gyu7,2022-06-04T20:42:32.040Z,"252 km NW of Kiunga, Papua New Guinea",earthquake,7.2,1.8,0.047,148,reviewed,us,us
2022-03-31T21:59:43.589Z,-22.6296,170.7582,10,5.1,mb,,33,3.059,0.85,us,us7000gyts,2022-06-04T20:42:31.040Z,southeast of the Loyalty Islands,earthquake,7.9,1.8,0.068,71,reviewed,us,us
2022-03-31T19:50:40.985Z,-22.6577,170.8084,20,6.4,mww,,33,3.106,0.97,us,us7000gysz,2022-08-06T07:29:19.737Z,southeast of the Loyalty Islands,earthquake,7.9,1.8,0.034,81,reviewed,us,us
2022-03-31T18:19:30.749Z,46.1482,150.9375,112.77,5,mww,,74,6.241,0.82,us,us7000gysf,2022-06-04T20:42:31.040Z,"259 km ENE of Kuril’sk, Russia",earthquake,4.7,4.1,0.073,18,reviewed,us,us
2022-03-31T15:54:27.452Z,-22.2017,170.2686,10,5.3,mww,,45,2.643,0.86,us,us7000gyr3,2022-06-04T20:42:30.040Z,"257 km ESE of Tadine, New Caledonia",earthquake,7.2,1.7,0.062,25,reviewed,us,us
2022-03-31T15:30:47.491Z,-22.6247,170.8025,10,5.1,mww,,47,3.1,0.92,us,us7000gyr4,2022-06-04T20:42:30.040Z,southeast of the Loyalty Islands,earthquake,9,1.8,0.098,10,reviewed,us,us
2022-03-31T15:29:53.236Z,-22.6847,170.7293,10,5.3,mww,,49,3.033,0.84,us,us7000gyqw,2022-06-04T20:42:30.040Z,southeast of the Loyalty Islands,earthquake,9.8,1.8,0.098,10,reviewed,us,us
2022-03-31T15:23:31.871Z,-58.0413,-25.2563,45.46,5,mb,,45,7.312,0.53,us,us7000gyqv,2022-06-04T20:42:30.040Z,South Sandwich Islands region,earthquake,10.1,5,0.072,67,reviewed,us,us
2022-03-31T10:16:21.967Z,-22.6538,170.7397,10,5.1,mb,,101,3.042,1.08,us,us7000gyp3,2022-06-04T20:42:29.040Z,southeast of the Loyalty Islands,earthquake,4,1.8,0.096,35,reviewed,us,us
2022-03-31T07:22:01.025Z,-22.5452,170.1161,10,5.1,mb,,83,2.468,0.5,us,us7000gyng,2022-06-04T20:42:28.040Z,"255 km ESE of Tadine, New Caledonia",earthquake,7.6,1.8,0.084,46,reviewed,us,us
2022-03-31T06:12:24.839Z,-22.3751,170.3502,10,5.6,mb,,70,2.695,0.68,us,us7000gymz,2022-06-04T20:42:28.040Z,"271 km ESE of Tadine, New Caledonia",earthquake,3.2,1.8,0.049,150,reviewed,us,us
2022-03-31T06:09:47.890Z,-22.3661,170.1769,10,5.2,mb,,68,2.537,0.54,us,us7000gymy,2022-06-04T20:42:28.040Z,"253 km ESE of Tadine, New Caledonia",earthquake,7.3,1.9,0.071,70,reviewed,us,us
2022-03-31T06:02:09.293Z,-22.4628,170.3834,10,5.6,mww,,32,2.719,0.49,us,us7000gymw,2022-06-04T20:42:27.040Z,"277 km ESE of Tadine, New Caledonia",earthquake,7.4,1.9,0.098,10,reviewed,us,us
2022-03-31T05:45:43.723Z,-18.1603,-173.8272,48.76,5.3,mb,,80,4.662,0.57,us,us7000gzvh,2022-06-04T20:42:27.040Z,"56 km NNE of Neiafu, Tonga",earthquake,8.6,11.5,0.154,14,reviewed,us,us
2022-03-31T05:44:01.146Z,-22.586,170.3744,10,7,mww,,26,2.705,0.82,us,us7000gymk,2022-08-13T00:59:26.724Z,southeast of the Loyalty Islands,earthquake,7.1,1.8,0.057,30,reviewed,us,us
2022-03-31T03:06:47.419Z,-22.4028,170.1737,10,5.7,mww,,31,2.53,0.7,us,us7000gyln,2022-06-04T20:42:27.040Z,"255 km ESE of Tadine, New Caledonia",earthquake,7.8,1.7,0.075,17,reviewed,us,us
2022-03-31T00:11:47.482Z,-11.1596,-77.9946,52.04,5.1,mb,,130,1.397,0.68,us,us7000gykg,2022-06-04T20:42:26.040Z,"40 km W of Caleta de Carquín, Peru",earthquake,7.7,5.8,0.039,211,reviewed,us,us
2022-03-30T23:54:31.660Z,-22.482,170.2814,10,5.1,mb,,103,2.624,0.92,us,us7000gyke,2022-06-04T20:42:26.040Z,"268 km ESE of Tadine, New Caledonia",earthquake,7.8,1.8,0.073,60,reviewed,us,us
2022-03-30T23:17:09.393Z,-28.7032,-71.4619,22.36,5,mwr,,102,0.602,0.69,us,us7000gyjz,2022-06-04T20:42:26.040Z,"70 km WSW of Vallenar, Chile",earthquake,3.8,3.5,0.032,96,reviewed,us,us
